occurrence_id,classification,latitude,longitude,city,state,country,date,time,aircraft_type,aircraft_manufacturer,aircraft_model,aircraft_damage_level,total_aircraft_fatalities,type_category
80267,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,30/08/2021,01:26:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,COM TREM DE POUSO
80266,INCIDENTE,-21.79305555555,-43.38555555555,JUIZ DE FORA,MG,BRASIL,01/09/2021,18:01:00,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,LEVE,0,PERDA DE CONTROLE NO SOLO
80265,INCIDENTE GRAVE,-23.50666666666,-46.63388888888,SÃO PAULO,SP,BRASIL,31/08/2021,16:50:00,AVIÃO,MOONEY AIRCRAFT,M20TN,LEVE,0,CONTATO ANORMAL COM A PISTAA
80263,INCIDENTE,-22.91,-43.1625,RIO DE JANEIRO,RJ,BRASIL,31/08/2021,12:10:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,CONTATO ANORMAL COM A PISTAA
80262,INCIDENTE GRAVE,-20.42277777777,-40.33333333333,VILA VELHA,ES,BRASIL,28/08/2021,15:15:00,AVIÃO,EDRA AERONÁUTICA LTDA,DYNAMIC WT9,LEVE,0,EXCURSÃO DE PISTA
80261,INCIDENTE GRAVE,-26.558047,-48.699469,ARAQUARI,SC,BRASIL,26/08/2021,16:05:00,AVIÃO,CESSNA AIRCRAFT,550,NENHUM,0,POUSO LONGO
80260,INCIDENTE,-22.7604,-51.3857,PORECATU,PR,BRASIL,24/08/2021,10:38:00,AVIÃO,BEECH AIRCRAFT,A36,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80259,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,18/08/2021,12:45:00,AVIÃO,AIRBUS INDUSTRIE,A320-251N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DO MOTOR
80258,ACIDENTE,-14.66194444444,-57.44361111111,TANGARÁ DA SERRA,MT,BRASIL,16/10/2019,14:30:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,SUBSTANCIAL,0,COLISÃO COM FAUNA
80257,ACIDENTE,-15.430833,-54.699722,DOM AQUINO,MT,BRASIL,18/08/2021,16:00:00,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,DESTRUÍDA,0,INDETERMINADO
80256,INCIDENTE,-22.92166666666,-42.0675,CABO FRIO,RJ,BRASIL,21/08/2021,15:10:00,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,NENHUM,0,COM TREM DE POUSO
80255,INCIDENTE,-19.85194444444,-43.95055555555,BELO HORIZONTE,MG,BRASIL,18/08/2021,20:45:00,AVIÃO,RAYTHEON AIRCRAFT,C90A,NENHUM,0,COM TREM DE POUSO
80254,INCIDENTE GRAVE,-9.190277777777,-71.94694444444,JORDÃO,AC,BRASIL,21/08/2021,18:30:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,LEVE,0,COM TREM DE POUSO
80252,ACIDENTE,2.548333,-62.727500,IRACEMA,RR,BRASIL,04/08/2021,11:45:00,ULTRALEVE,Unknown,POTY,Unknown,0,INDETERMINADO
80251,INCIDENTE,-1.384722222222,-48.47888888888,BELÉM,PA,BRASIL,17/08/2021,15:45:00,AVIÃO,BOEING COMPANY,737-48E,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80249,INCIDENTE,-3.038888888888,-60.04611111111,MANAUS,AM,BRASIL,14/08/2021,15:40:00,AVIÃO,BOEING COMPANY,737-48E,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80248,INCIDENTE GRAVE,-52.48805,-18.83916,CHAPADÃO DO SUL,MS,BRASIL,06/08/2021,20:00:00,AVIÃO,PIPER AIRCRAFT,PA-34-200T,LEVE,0,EXCURSÃO DE PISTA
80247,INCIDENTE,-8.713611111111,-63.90277777777,PORTO VELHO,RO,BRASIL,16/08/2021,02:30:00,AVIÃO,BOEING COMPANY,737-8 MAX,NENHUM,0,FALHA DO MOTOR EM VOO
80245,INCIDENTE,-8.12638,-34.92277,RECIFE,PE,BRASIL,15/08/2021,15:05:00,AVIÃO,BOMBARDIER CANADAIR,CL-600-2B16,LEVE,0,COLISÃO COM OBSTÁCULOS NO SOLO
80244,INCIDENTE,-22.978841,-46.537076,BRAGANÇA PAULISTA,SP,BRASIL,15/08/2021,15:20:00,AVIÃO,CESSNA AIRCRAFT,152,LEVE,0,ESTOURO DE PNEU
80243,INCIDENTE,-19.85194,-43.95055,BELO HORIZONTE,MG,BRASIL,15/08/2021,17:14:00,AVIÃO,CESSNA AIRCRAFT,172S,LEVE,0,ESTOURO DE PNEU
80242,INCIDENTE,-15.65027777777,-56.11805555555,VÁRZEA GRANDE,MT,BRASIL,10/08/2021,13:50:00,AVIÃO,CESSNA AIRCRAFT,172S,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80240,INCIDENTE,-16.62555555555,-49.34944444444,GOIÂNIA,GO,BRASIL,10/08/2021,14:15:00,AVIÃO,HAWKER BEECHCRAFT,G58,LEVE,0,ESTOURO DE PNEU
80239,INCIDENTE,-19.85194444,-43.86722222,BELO HORIZONTE,MG,BRASIL,11/08/2021,19:58:00,AVIÃO,CESSNA AIRCRAFT,550,LEVE,0,COM TREM DE POUSO
80238,INCIDENTE GRAVE,-20.45722222222,-50.0025,VOTUPORANGA,SP,BRASIL,11/08/2021,19:09:00,AVIÃO,CESSNA AIRCRAFT,310G,LEVE,0,POUSO SEM TREM
80237,ACIDENTE,-22.019601,-54.794052,ITAPORÃ,MS,BRASIL,10/08/2021,21:00:00,AVIÃO,AERO BOERO,AB-115,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
80236,ACIDENTE,-16.71388888888,-56.7075,POCONÉ,MT,BRASIL,01/08/2021,22:00:00,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,SUBSTANCIAL,0,INDETERMINADO
80235,INCIDENTE,-19.011944,-57.671389,CORUMBÁ,MS,BRASIL,09/08/2021,20:55:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,LEVE,0,ESTOURO DE PNEU
80234,INCIDENTE,-23.62611111111,-46.65638888888,SÃO PAULO,SP,BRASIL,26/07/2021,13:20:00,AVIÃO,Unknown,Unknown,LEVE,0,COM PARA-BRISAS
80233,ACIDENTE,-16.29388888888,-56.64388888888,POCONÉ,MT,BRASIL,08/08/2021,12:30:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,SUBSTANCIAL,0,PANE SECA
80231,INCIDENTE GRAVE,-29.19555555555,-51.18972222222,CAXIAS DO SUL,RS,BRASIL,06/08/2021,16:59:00,AVIÃO,EMBRAER,ERJ 190-400,LEVE,0,CONTATO ANORMAL COM A PISTAA
80230,INCIDENTE,-14.815,-39.03333333333,ILHÉUS,BA,BRASIL,06/08/2021,15:04:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,LEVE,0,COLISÃO COM AERONAVE NO SOLO
80229,INCIDENTE,-23.06083333333,-43.78861111111,ITAGUAÍ,RJ,BRASIL,05/08/2021,15:30:00,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,NENHUM,0,OUTROS
80228,INCIDENTE GRAVE,-30.0501,-51.4459,ELDORADO DO SUL,RS,BRASIL,05/08/2021,15:55:00,AVIÃO,PIPER AIRCRAFT,PA-30,LEVE,0,COM TREM DE POUSO
80227,ACIDENTE,-23.638333,-53.555278,UMUARAMA,PR,BRASIL,02/08/2021,14:30:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,SUBSTANCIAL,0,PERDA DE CONTROLE EM VOO
80226,INCIDENTE,-29.19555555555,-51.18972222222,CAXIAS DO SUL,RS,BRASIL,23/07/2021,18:10:00,AVIÃO,BOEING COMPANY,737-7BX,NENHUM,0,TRÁFEGO AÉREO
80225,INCIDENTE,-25.40333333333,-49.23361111111,CURITIBA,PR,BRASIL,04/08/2021,13:45:00,AVIÃO,PIPER AIRCRAFT,PA-31T,LEVE,0,COM TREM DE POUSO
80224,INCIDENTE,-4.791111111111,-65.63722222222,COARI,AM,BRASIL,02/08/2021,16:59:00,HELICÓPTERO,AIRBUS HELICOPTERS,EC175 B,NENHUM,0,COM CARGAS EXTERNAS
80222,INCIDENTE,-13.09416,-42.55250,MACAÚBAS,BA,BRASIL,14/07/2021,23:49:00,AVIÃO,AERO COMMANDER,680,LEVE,0,COLISÃO COM AVE
80221,INCIDENTE GRAVE,-13.90611,-38.94000,MARAÚ,BA,BRASIL,31/07/2021,13:15:00,AVIÃO,EMBRAER,EMB-500,NENHUM,0,POUSO LONGO
80220,INCIDENTE,-25.40333333333,-49.23361111111,CURITIBA,PR,BRASIL,29/07/2021,10:26:00,AVIÃO,PIPER AIRCRAFT,PA-31T2,NENHUM,0,COM TREM DE POUSO
80219,INCIDENTE GRAVE,-25.00277777777,-53.58444444444,CASCAVEL,PR,BRASIL,30/07/2021,16:50:00,AVIÃO,BEECH AIRCRAFT,A36,LEVE,0,FALHA DO MOTOR EM VOO
80218,ACIDENTE,-7.770555555555,-60.37777777777,APUÍ,AM,BRASIL,01/08/2021,14:20:00,AVIÃO,TWIN COMMANDER,681,SUBSTANCIAL,0,EXCURSÃO DE PISTA
80216,INCIDENTE,-18.88361111111,-48.22527777777,UBERLÂNDIA,MG,BRASIL,28/07/2021,14:40:00,AVIÃO,VANS AIRCRAFT,RV-10,LEVE,0,ESTOURO DE PNEU
80213,INCIDENTE,-23.18166666666,-46.94361111111,JUNDIAÍ,SP,BRASIL,30/05/2021,18:00:00,HELICÓPTERO,HELIBRAS,AS 350 B2,LEVE,0,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
80212,INCIDENTE,2.15,-50.89472222222,AMAPÁ,AP,BRASIL,28/07/2021,18:00:00,AVIÃO,CESSNA AIRCRAFT,210L,NENHUM,0,POUSO EM LOCAL NÃO PREVISTO
80210,INCIDENTE,-21.119722,-54.917222,SIDROLÂNDIA,MS,BRASIL,26/05/2021,10:30:00,AVIÃO,THRUSH AIRCRAFT,S2R-H80,LEVE,0,OPERAÇÃO A BAIXA ALTITUDE
80209,INCIDENTE,-16.62555555555,-49.34944444444,GOIÂNIA,GO,BRASIL,24/07/2021,13:50:00,AVIÃO,PIPER AIRCRAFT,PA-34-220T,LEVE,0,ESTOURO DE PNEU
80208,INCIDENTE,-23.50666666666,-46.63388888888,SÃO PAULO,SP,BRASIL,27/07/2021,19:45:00,AVIÃO,CESSNA AIRCRAFT,208B,LEVE,0,ESTOURO DE PNEU
80207,INCIDENTE,-9.868333333333,-67.89805555555,RIO BRANCO,AC,BRASIL,26/07/2021,16:17:00,AVIÃO,EMBRAER,EMB-810D,LEVE,0,FALHA DO MOTOR EM VOO
80206,INCIDENTE,-23.00611111111,-47.13444444444,CAMPINAS,SP,BRASIL,23/07/2021,22:00:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,COM PARA-BRISAS
80205,INCIDENTE,-3.041111111111,-60.05055555555,MANAUS,AM,BRASIL,23/07/2021,11:15:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80204,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,22/07/2021,15:15:00,AVIÃO,EMBRAER,ERJ 190-200 LR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80203,ACIDENTE,-21.3889540,-51.6532400,TUPI PAULISTA,SP,BRASIL,24/07/2021,20:10:00,ULTRALEVE,SERGIO LEMOS SOLHA,PIX,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
80202,INCIDENTE,-22.92083333333,-42.07138888888,CAMPOS DOS GOYTACAZES,RJ,BRASIL,23/07/2021,11:25:00,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80201,INCIDENTE,-23.043333,-45.775556,CAÇAPAVA,SP,BRASIL,25/07/2021,17:21:00,PLANADOR,Unknown,SZD 51 1,LEVE,0,POUSO BRUSCO
80200,INCIDENTE GRAVE,-23.005278,-46.636944,BRAGANÇA PAULISTA,SP,BRASIL,25/07/2021,12:25:00,AVIÃO,PIPER AIRCRAFT,PA-11,LEVE,0,MANOBRA ABRUPTA
80199,INCIDENTE,-23.128333,-46.574722,ATIBAIA,SP,BRASIL,25/07/2021,11:50:00,AVIÃO,CESSNA AIRCRAFT,152,LEVE,0,COLISÃO COM AVE
80198,INCIDENTE GRAVE,-16.62722222222,-49.22861111111,GOIÂNIA,GO,BRASIL,22/07/2021,14:45:00,AVIÃO,CESSNA AIRCRAFT,172RG,LEVE,0,POUSO SEM TREM
80197,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,17/07/2021,12:15:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80195,INCIDENTE,-23.18166666666,-46.94361111111,JUNDIAÍ,SP,BRASIL,21/07/2021,12:12:00,AVIÃO,BEECH AIRCRAFT,C90A,NENHUM,0,FALHA DO MOTOR EM VOO
80194,INCIDENTE,-25.53166666666,-49.17611111111,SÃO JOSÉ DOS PINHAIS,PR,BRASIL,16/07/2021,07:54:00,AVIÃO,BOEING COMPANY,727-2M7,LEVE,0,ESTOURO DE PNEU
80193,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,16/07/2021,14:00:00,Unknown,Unknown,Unknown,NENHUM,0,OUTROS
80192,INCIDENTE,-23.50666666666,-46.63388888888,SÃO PAULO,SP,BRASIL,18/07/2021,11:58:00,AVIÃO,CIRRUS DESIGN,SR22,LEVE,0,F.O.D.
80191,INCIDENTE,-23.98305555555,-47.48638888888,SOROCABA,SP,BRASIL,19/07/2021,13:00:00,AVIÃO,BEECH AIRCRAFT,M35,NENHUM,0,ESTOURO DE PNEU
80190,INCIDENTE,-2.424722222222,-54.78583333333,SANTARÉM,PA,BRASIL,11/07/2021,21:30:00,AVIÃO,CESSNA AIRCRAFT,550,NENHUM,0,FALHA DO MOTOR EM VOO
80189,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,14/07/2021,11:50:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,COM PARA-BRISAS
80187,INCIDENTE,-21.136389,-47.776667,RIBEIRÃO PRETO,SP,BRASIL,11/07/2021,20:43:00,AVIÃO,FLYER IND. AERONÁUTICA LTDA,RV-10,NENHUM,0,ESTOURO DE PNEU
80186,INCIDENTE,-22.343611,-49.053889,BAURU,SP,BRASIL,10/07/2021,11:40:00,Unknown,Unknown,Unknown,LEVE,0,COM TREM DE POUSO
80184,INCIDENTE,-21.136389,-47.776667,RIBEIRÃO PRETO,SP,BRASIL,05/07/2021,10:40:00,AVIÃO,HAWKER BEECHCRAFT,B300,NENHUM,0,ESTOURO DE PNEU
80183,INCIDENTE,-29.195556,-51.189722,CAXIAS DO SUL,RS,BRASIL,29/06/2021,13:55:00,AVIÃO,BEECH AIRCRAFT,58,NENHUM,0,FALHA DO MOTOR EM VOO
80181,INCIDENTE GRAVE,-19.13472222,-51.71083333,CASSILÂNDIA,MS,BRASIL,08/07/2021,22:30:00,ULTRALEVE,Unknown,CONQUEST 210,LEVE,0,FALHA DO MOTOR EM VOO
80180,INCIDENTE,-22.91,-43.1625,RIO DE JANEIRO,RJ,BRASIL,11/07/2021,16:35:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,OUTROS
80179,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,08/07/2021,21:15:00,AVIÃO,AIRBUS INDUSTRIE,A330-243,NENHUM,0,COM TREM DE POUSO
80178,INCIDENTE,-21.13638888888,-47.77666666666,RIBEIRÃO PRETO,SP,BRASIL,08/07/2021,09:30:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80177,ACIDENTE,-11.13416666666,-58.60555555555,CASTANHEIRA,MT,BRASIL,10/07/2021,17:00:00,Unknown,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,SUBSTANCIAL,2,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
80176,ACIDENTE,-20.900081,-48.473810,BEBEDOURO,SP,BRASIL,12/07/2021,16:10:00,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,IPE-02B,SUBSTANCIAL,0,PERDA DE CONTROLE EM VOO
80175,INCIDENTE GRAVE,-16.54138,-39.10805,PORTO SEGURO,BA,BRASIL,10/07/2021,13:55:00,AVIÃO,TEXTRON AVIATION,B200GT,SUBSTANCIAL,0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
80174,INCIDENTE,-23.62611111111,-46.65638888888,SÃO PAULO,SP,BRASIL,09/07/2021,14:36:00,AVIÃO,LEARJET,45,NENHUM,0,INCURSÃO EM PISTA
80173,INCIDENTE,-14.88416666666,-51.05,ARUANÃ,GO,BRASIL,08/07/2021,13:00:00,AVIÃO,PIPER AIRCRAFT,PA-32R-301,LEVE,0,COM TREM DE POUSO
80172,INCIDENTE GRAVE,-20.95833333,-52.03000000,TRÊS LAGOAS,MS,BRASIL,10/07/2021,12:00:00,AVIÃO,EMBRAER,EMB-202,LEVE,0,EXCURSÃO DE PISTA
80171,ACIDENTE,-19.77361111111,-44.75444444444,ONÇA DE PITANGUI,MG,BRASIL,04/07/2021,18:30:00,HELICÓPTERO,AIRBUS HELICOPTERS,EC 130 T2,SUBSTANCIAL,0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
80170,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,07/07/2021,15:36:00,AVIÃO,AIRBUS S.A.S.,A320-251N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80169,INCIDENTE,-21.13638888888,-47.77666666666,RIBEIRÃO PRETO,SP,BRASIL,01/07/2021,08:55:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80168,ACIDENTE,-23.00000000,-46.52277778,BRAGANÇA PAULISTA,SP,BRASIL,09/07/2021,11:03:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
80167,INCIDENTE GRAVE,-6.019166666666,-35.24333333333,SÃO JOSÉ DE MIPIBU,RN,BRASIL,05/07/2021,18:50:00,AVIÃO,SOCATA,TB20,LEVE,0,COM TREM DE POUSO
80166,INCIDENTE,-18.208889,-55.753056,CORUMBÁ,MS,BRASIL,25/06/2021,15:00:00,AVIÃO,CESSNA AIRCRAFT,182Q,LEVE,0,POUSO BRUSCO
80165,INCIDENTE,-9.868333333333,-67.89805555555,RIO BRANCO,AC,BRASIL,07/07/2021,11:32:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,LEVE,0,ESTOURO DE PNEU
80164,ACIDENTE,-20.68833333333,-40.55111111111,GUARAPARI,ES,BRASIL,04/07/2021,13:32:00,Unknown,Unknown,Unknown,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
80163,INCIDENTE,-28.724444,-49.421111,FORQUILHINHA,SC,BRASIL,03/07/2021,14:40:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,LEVE,0,COM HÉLICE
80162,INCIDENTE,-45.88305555555,-65.35555555555,COARI,AM,BRASIL,02/07/2021,14:34:00,HELICÓPTERO,AIRBUS HELICOPTERS,EC175 B,NENHUM,0,COM CARGAS EXTERNAS
80161,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,04/07/2021,21:20:00,AVIÃO,BOEING COMPANY,737-76N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DO MOTOR
80160,INCIDENTE,-3.041111111111,-60.05055555555,MANAUS,AM,BRASIL,28/06/2021,22:30:00,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-42-500,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80159,INCIDENTE,-21.785,-43.38611111111,JUIZ DE FORA,MG,BRASIL,01/07/2021,20:00:00,AVIÃO,CESSNA AIRCRAFT,172K,LEVE,0,OUTROS
80158,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,26/06/2021,17:59:00,AVIÃO,AIRBUS INDUSTRIE,Airbus A320-251N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80156,ACIDENTE,-22.85916666666,-47.10805555555,CAMPINAS,SP,BRASIL,03/07/2021,12:46:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,SUBSTANCIAL,0,EXCURSÃO DE PISTA
80155,INCIDENTE GRAVE,-16.62583333333,-49.34861111111,GOIÂNIA,GO,BRASIL,03/07/2021,16:15:00,Unknown,Unknown,Unknown,LEVE,0,COM TREM DE POUSO
80154,ACIDENTE,-1.96033,-48.1965,ACARÁ,PA,BRASIL,02/07/2021,15:00:00,AVIÃO,BEECH AIRCRAFT,58,LEVE,0,INDETERMINADO
80152,INCIDENTE,-23.62611111111,-46.65638888888,SÃO PAULO,SP,BRASIL,29/03/2021,22:00:00,AVIÃO,EMBRAER,EMB-505,NENHUM,0,INCURSÃO EM PISTA
80151,INCIDENTE,-23.62611111111,-46.65638888888,SÃO PAULO,SP,BRASIL,15/06/2021,18:22:00,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,NENHUM,0,GERENCIAMENTO DE TRÁFEGO AÉREO (ATM)
80150,ACIDENTE,-17.19361111111,-44.43333333333,JEQUITAÍ,MG,BRASIL,28/06/2021,13:05:00,HELICÓPTERO,AIRBUS HELICOPTERS,AS 350 B3,SUBSTANCIAL,0,VOO CONTROLADO CONTRA O TERRENO
80148,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,23/06/2021,16:43:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,OUTROS
80147,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,22/06/2021,21:05:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,NENHUM,0,OUTROS
80146,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,19/06/2021,00:35:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,NENHUM,0,OUTROS
80145,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,23/05/2021,13:15:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,LEVE,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80144,INCIDENTE,-23.475777,-52.016175,MARINGÁ,PR,BRASIL,24/06/2021,14:45:00,AVIÃO,AERO BOERO,AB-115,NENHUM,0,EXCURSÃO DE PISTA
80143,INCIDENTE,-2.669444444444,-56.77111111111,PARINTINS,AM,BRASIL,25/06/2021,21:30:00,ANFÍBIO,CESSNA AIRCRAFT,208 ANFIBIO,NENHUM,0,EXCURSÃO DE PISTA
80142,INCIDENTE,-25.40333333333,-49.23361111111,CURITIBA,PR,BRASIL,26/06/2021,12:50:00,AVIÃO,RAYTHEON AIRCRAFT,C90GTI,NENHUM,0,FALHA DO MOTOR EM VOO
80141,INCIDENTE,-25.40333333333,-49.23361111111,CURITIBA,PR,BRASIL,26/06/2021,20:05:00,AVIÃO,PIPER AIRCRAFT,PA-42-720,NENHUM,0,EXCURSÃO DE PISTA
80140,INCIDENTE,2.8413888888889,-60.69222222222,BOA VISTA,RR,BRASIL,18/06/2021,18:12:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80139,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,23/06/2021,03:10:00,AVIÃO,BOEING COMPANY,727-225,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80138,INCIDENTE,-14.6975,-52.34694444444,NOVA XAVANTINA,MT,BRASIL,23/06/2021,20:00:00,AVIÃO,PIPER AIRCRAFT,PA-31-350,LEVE,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80137,INCIDENTE,-15.937222,-47.727222,BRASÍLIA,DF,BRASIL,23/06/2021,13:50:00,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,LEVE,0,POUSO BRUSCO
80136,INCIDENTE,-9.868333333333,-67.89805555555,RIO BRANCO,AC,BRASIL,21/06/2021,14:02:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,NENHUM,0,PERDA DE COMPONENTE NO SOLO
80135,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,17/06/2021,22:50:00,AVIÃO,AIRBUS INDUSTRIE,A320-251N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80134,INCIDENTE,-5.060555555555,-42.82444444444,TERESINA,PI,BRASIL,16/06/2021,04:42:00,AVIÃO,AIRBUS INDUSTRIE,A320-251N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80133,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,13/06/2021,11:35:00,AVIÃO,AIRBUS INDUSTRIE,A320-251N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80132,INCIDENTE GRAVE,"-15,8711","-47,9186",BRASÍLIA,DF,BRASIL,17/06/2021,15:30:00,AVIÃO,NATURAL WATER IND. COM. LTDA ME,RV-10,LEVE,0,FOGO NO SOLO
80131,INCIDENTE GRAVE,"-22,408","-53,2528",BATAYPORÃ,MS,BRASIL,18/06/2021,13:30:00,AVIÃO,CESSNA AIRCRAFT,A188B,LEVE,0,FALHA DO MOTOR EM VOO
80130,INCIDENTE GRAVE,-16.6325,-49.22111111111,GOIÂNIA,GO,BRASIL,16/06/2021,15:50:00,AVIÃO,PIPER AIRCRAFT,PA-28-161,LEVE,0,FALHA DO MOTOR EM VOO
80129,INCIDENTE,-23.42694444444,-47.16583333333,SÃO ROQUE,SP,BRASIL,17/06/2021,20:53:00,Unknown,Unknown,Unknown,LEVE,0,ESTOURO DE PNEU
80128,INCIDENTE GRAVE,-20.17972222222,-44.87138888888,DIVINÓPOLIS,MG,BRASIL,17/06/2021,13:35:00,Unknown,Unknown,Unknown,LEVE,0,COM TREM DE POUSO
80127,INCIDENTE GRAVE,-16.62555555555,-49.34944444444,GOIÂNIA,GO,BRASIL,14/06/2021,18:39:00,Unknown,Unknown,Unknown,NENHUM,0,TRÁFEGO AÉREO
80124,INCIDENTE GRAVE,-23.626111,-46.656389,SÃO PAULO,SP,BRASIL,10/06/2021,20:30:00,AVIÃO,EMBRAER,EMB-500,NENHUM,0,INCURSÃO EM PISTA
80123,INCIDENTE,-8.713611111111,-63.90277777777,PORTO VELHO,RO,BRASIL,08/06/2021,19:30:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
80122,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,10/06/2021,18:00:00,AVIÃO,BOEING COMPANY,737-4K5,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
