occurrence_id,classification,latitude,longitude,city,state,country,date,time,aircraft_type,aircraft_manufacturer,aircraft_model,aircraft_damage_level,total_aircraft_fatalities,type_category
82047,INCIDENTE,-20.46944444444,-54.67027777777,CAMPO GRANDE,MS,BRASIL,19/04/2023,13:25:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82045,INCIDENTE,-25.53166666666,-49.17611111111,SÃO JOSÉ DOS PINHAIS,PR,BRASIL,09/04/2023,20:50:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82039,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,17/04/2023,13:20:00,AVIÃO,UNIVAIR AIRCRAFT,108-1,NENHUM,0,COLISÃO COM AVE
82038,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,18/04/2023,09:55:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82037,INCIDENTE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,18/04/2023,11:25:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82036,INCIDENTE,-29.19805555555,-51.18666666666,CAXIAS DO SUL,RS,BRASIL,18/04/2023,18:05:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82035,INCIDENTE,-23.47638888888,-52.01777777777,MARINGÁ,PR,BRASIL,17/04/2023,14:30:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82034,INCIDENTE,-8.126388888888,-34.92277777777,RECIFE,PE,BRASIL,16/04/2023,14:40:00,AVIÃO,BOEING,737-8 MAX,LEVE,0,COLISÃO COM AVE
82033,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,16/04/2023,21:45:00,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,NENHUM,0,COLISÃO COM AVE
82032,INCIDENTE,-23.62611111111,-46.65638888888,SÃO PAULO,SP,BRASIL,12/04/2023,01:00:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82031,INCIDENTE,-11.885,-55.58611111111,SINOP,MT,BRASIL,15/04/2023,05:15:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82030,INCIDENTE,-12.90861111111,-38.3225,SÃO PAULO,SP,BRASIL,14/04/2023,15:50:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82029,INCIDENTE,-27.67027777777,-48.5525,FLORIANÓPOLIS,SC,BRASIL,13/04/2023,21:05:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82028,INCIDENTE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,13/04/2023,21:30:00,AVIÃO,BOEING COMPANY,737-248C,NENHUM,0,COLISÃO COM AVE
82027,INCIDENTE,-7.219166666666,-39.26944444444,JUAZEIRO DO NORTE,CE,BRASIL,12/04/2023,03:05:00,AVIÃO,BOEING,737-8EH,NENHUM,0,COLISÃO COM AVE
82026,INCIDENTE,-29.99472222222,-51.17111111111,PORTO ALEGRE,RS,BRASIL,11/04/2023,03:25:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82025,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,10/04/2023,11:20:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82022,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,05/04/2023,02:10:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
82021,INCIDENTE,-31.71611111111,-52.33111111111,PELOTAS,RS,BRASIL,07/04/2023,21:45:00,AVIÃO,BOEING COMPANY,737-7EH,NENHUM,0,COLISÃO COM AVE
82017,INCIDENTE,-22.91,-43.1625,RIO DE JANEIRO,RJ,BRASIL,15/04/2023,09:55:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,COLISÃO COM AVE
81941,INCIDENTE,-1.384722222222,-48.47888888888,BELÉM,PA,BRASIL,23/05/2023,05:25:00,AVIÃO,BOEING COMPANY,737-8 MAX,LEVE,0,COLISÃO COM AVE
81940,INCIDENTE,-26.87861111111,-48.65083333333,NAVEGANTES,SC,BRASIL,11/06/2023,22:00:00,AVIÃO,DASSAULT AVIATION,FALCON 2000,LEVE,0,COLISÃO COM AVE
81939,INCIDENTE,-23.62611111111,-46.65638888888,SÃO PAULO,SP,BRASIL,26/05/2023,18:45:00,AVIÃO,BOEING COMPANY,737-8EH,LEVE,0,COLISÃO COM AVE
81932,ACIDENTE,-24.31638888888,-50.65222222222,TELÊMACO BORBA,PR,BRASIL,26/06/2023,11:28:00,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A,SUBSTANCIAL,0,CONTATO ANORMAL COM A PISTAA
81921,INCIDENTE,-23.62611111111,-46.65638888888,SÃO PAULO,SP,BRASIL,22/06/2023,01:00:00,AVIÃO,PIPER AIRCRAFT,PA-34-220T,LEVE,0,COLISÃO COM AVE
81891,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,24/06/2023,14:59:00,AVIÃO,EMBRAER,ERJ 190-400,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81890,INCIDENTE,-16.6325,-49.22111111111,APARECIDA DE GOIÂNIA,GO,BRASIL,26/06/2023,12:00:00,AVIÃO,BOEING COMPANY,737-8EH,LEVE,0,COLISÃO COM AVE
81881,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,12/06/2023,08:29:00,Unknown,AIRBUS,A320-214,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81880,INCIDENTE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,27/06/2023,11:00:00,AVIÃO,BOEING COMPANY,737-4B6,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81876,INCIDENTE,-16.43805555555,-39.07777777777,PORTO SEGURO,BA,BRASIL,02/12/2022,16:00:00,AVIÃO,LEARJET,45,LEVE,0,COLISÃO COM AERONAVE NO SOLO
81872,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,09/06/2023,10:50:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,LEVE,0,COLISÃO COM AVE
81870,INCIDENTE,-15.87111111111,-47.91861111111,BRASÍLIA,DF,BRASIL,19/06/2023,12:25:00,AVIÃO,BEECH AIRCRAFT,C90A,LEVE,0,COLISÃO COM AVE
81856,INCIDENTE,-29.99472222222,-51.17111111111,PORTO ALEGRE,RS,BRASIL,18/06/2023,12:55:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,LEVE,0,OPERAÇÕES NO SOLO
81756,INCIDENTE GRAVE,-4.324444444444,-56.08805555555,ITAITUBA,PA,BRASIL,05/04/2023,17:20:00,AVIÃO,CESSNA AIRCRAFT,182P,LEVE,0,EXCURSÃO DE PISTA
81747,INCIDENTE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,24/06/2023,22:00:00,AVIÃO,EMBRAER,EMB-110P1,LEVE,0,ESTOURO DE PNEU
81746,INCIDENTE,-6.241111111111,-50.80055555555,OURILÂNDIA DO NORTE,PA,BRASIL,27/06/2023,16:12:00,AVIÃO,CESSNA AIRCRAFT,U206F,LEVE,0,CONTATO ANORMAL COM A PISTAA
81745,INCIDENTE,-5.908333333333,-35.24916666666,NATAL,RN,BRASIL,30/06/2023,13:15:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81743,INCIDENTE,-29.99472222222,-51.17111111111,PORTO ALEGRE,RS,BRASIL,25/06/2023,23:45:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81742,INCIDENTE,-22.91,-43.1625,RIO DE JANEIRO,RJ,BRASIL,23/06/2023,20:29:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,COM COMANDOS DE VOO
81740,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,24/06/2023,15:02:00,AVIÃO,EMBRAER,ERJ 190-400,NENHUM,0,FALHA DO MOTOR EM VOO
81737,ACIDENTE,-18.71277777777,-51.75722222222,ITARUMÃ,GO,BRASIL,29/06/2023,14:30:00,AVIÃO,CESSNA AIRCRAFT,182S,SUBSTANCIAL,0,EXCURSÃO DE PISTA
81736,INCIDENTE,-15.87111111111,-47.91861111111,BRASÍLIA,DF,BRASIL,03/06/2023,03:30:00,AVIÃO,AIRBUS INDUSTRIE,A320-214,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81734,INCIDENTE,-29.99472222222,-51.17111111111,PORTO ALEGRE,RS,BRASIL,21/06/2023,18:55:00,AVIÃO,AIRBUS S.A.S.,A320-251N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81733,INCIDENTE,-19.85194444444,-43.95055555555,BELO HORIZONTE,MG,BRASIL,29/06/2023,17:25:00,AVIÃO,ECLIPSE AEROSPACE,EA500,NENHUM,0,ESTOURO DE PNEU
81732,ACIDENTE,-4.791666666666,-42.82416666666,UNIÃO,PI,BRASIL,28/06/2023,12:15:00,ULTRALEVE,PARADISE INDUSTRIA AERONAUTICA LTDA,P1 LSA,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
81731,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,21/06/2023,16:49:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,LEVE,0,COLISÃO COM AVE
81730,INCIDENTE,-2.586944444444,-44.23611111111,SÃO LUÍS,MA,BRASIL,25/06/2023,18:48:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,NENHUM,0,ESTOURO DE PNEU
81729,INCIDENTE,-3.775833333333,-38.53222222222,FORTALEZA,CE,BRASIL,19/06/2023,23:19:00,AVIÃO,EMBRAER,ERJ 190-200 IGW,NENHUM,0,FALHA DO MOTOR EM VOO
81727,ACIDENTE,-29.19111111111,-54.55916666666,SANTIAGO,RS,BRASIL,19/06/2023,11:10:00,AVIÃO,CESSNA AIRCRAFT,170A,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
81726,INCIDENTE,-2.424722222222,-54.78583333333,SANTARÉM,PA,BRASIL,17/06/2023,13:30:00,AVIÃO,CESSNA AIRCRAFT,U206B,LEVE,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81725,ACIDENTE,-10.18277777777,-48.54527777777,PORTO NACIONAL,TO,BRASIL,18/06/2023,20:00:00,AVIÃO,EMBRAER,EMB-810D,SUBSTANCIAL,0,COM COMANDOS DE VOO
81724,ACIDENTE,10.18,48.535,PORTO NACIONAL,TO,BRASIL,16/06/2023,14:00:00,AVIÃO,CESSNA AIRCRAFT,150J,SUBSTANCIAL,0,INDETERMINADO
81723,INCIDENTE,-22.74361111111,-55.23305555555,LAGUNA CARAPÃ,MS,BRASIL,19/06/2023,14:45:00,AVIÃO,CESSNA AIRCRAFT,T206H,LEVE,0,COLISÃO COM OBSTÁCULOS NO SOLO
81721,INCIDENTE,-21.13638888888,-47.77666666666,RIBEIRÃO PRETO,SP,BRASIL,19/06/2023,19:45:00,AVIÃO,CESSNA AIRCRAFT,172S,LEVE,0,ESTOURO DE PNEU
81720,INCIDENTE,-23.50666666666,-46.63388888888,SÃO PAULO,SP,BRASIL,19/06/2023,17:26:00,AVIÃO,CIRRUS DESIGN,SR22,NENHUM,0,ESTOURO DE PNEU
81719,INCIDENTE,-3.10719,-60.0261,MANAUS,AM,BRASIL,19/05/2023,19:08:00,Unknown,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-42-500,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81718,ACIDENTE,-16.42,-47.31972222222,UNAÍ,MG,BRASIL,14/06/2023,11:20:00,AVIÃO,THRUSH AIRCRAFT,S2R-H80,SUBSTANCIAL,0,OPERAÇÃO A BAIXA ALTITUDE
81717,INCIDENTE,-19.62444444444,-43.97194444444,CONFINS,MG,BRASIL,10/06/2023,11:44:00,Unknown,Unknown,Unknown,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81715,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,16/06/2023,17:04:00,AVIÃO,BEECHCRAFT,B200,LEVE,0,ESTOURO DE PNEU
81713,INCIDENTE,3.025,-60.75138888888,BOA VISTA,RR,BRASIL,15/06/2023,13:10:00,HELICÓPTERO,AGUSTA,AW119MKII,LEVE,0,COLISÃO COM AVE
81712,INCIDENTE GRAVE,-17.03833333333,-53.30805555555,ALTO ARAGUAIA,MT,BRASIL,13/06/2023,15:30:00,AVIÃO,AIR TRACTOR,AT-802A,LEVE,0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
81711,INCIDENTE GRAVE,-22.28888888888,-45.91944444444,POUSO ALEGRE,MG,BRASIL,15/06/2023,13:10:00,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV-10,LEVE,0,POUSO LONGO
81710,ACIDENTE,-30.00166666666,-56.80861111111,URUGUAIANA,RS,BRASIL,09/06/2023,11:45:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,SUBSTANCIAL,0,EXCURSÃO DE PISTA
81709,INCIDENTE,2.765,-62.22138888888,ALTO ALEGRE,RR,BRASIL,03/06/2023,21:30:00,AVIÃO,CESSNA AIRCRAFT,U206F,LEVE,0,COLISÃO COM AVE
81708,INCIDENTE,-19.85194444444,-43.95055555555,BELO HORIZONTE,MG,BRASIL,09/06/2023,12:00:00,AVIÃO,CESSNA AIRCRAFT,172RG,NENHUM,0,PERDA DE CONTROLE NO SOLO
81707,ACIDENTE,-23.59527777777,-46.45138888888,SÃO PAULO,SP,BRASIL,01/06/2023,12:24:00,HELICÓPTERO,HELIBRAS,AS 350 B2,NENHUM,0,SOPRO DE ROTOR
81706,ACIDENTE,-5.071666666666,-42.81666666666,TERESINA,PI,BRASIL,12/06/2023,15:33:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,SUBSTANCIAL,0,COM PARA-BRISAS
81705,ACIDENTE,-5.036666666666,-42.83611111111,TERESINA,PI,BRASIL,11/06/2023,14:10:00,AVIÃO,BEECH AIRCRAFT,A36,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
81704,INCIDENTE,-19.85194444444,-43.95055555555,BELO HORIZONTE,MG,BRASIL,05/06/2023,11:15:00,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,BK 117 C-2,LEVE,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81701,INCIDENTE,-21.13638888888,-47.77666666666,RIBEIRÃO PRETO,SP,BRASIL,06/06/2023,11:26:00,AVIÃO,EMBRAER,ERJ 190-200 LR,NENHUM,0,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO
81700,INCIDENTE,-18.89611111111,-41.98333333333,GOVERNADOR VALADARES,MG,BRASIL,03/06/2023,12:08:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,NENHUM,0,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO
81699,INCIDENTE,2.3377777777778,-62.89055555555,IRACEMA,RR,BRASIL,09/06/2023,14:55:00,HELICÓPTERO,LEONARDO S.P.A.,AW119MKII,LEVE,0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
81697,ACIDENTE,-7.645,-63.08833333333,HUMAITÁ,AM,BRASIL,05/06/2023,12:30:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
81696,ACIDENTE,-15.10305555555,-53.36305555555,NOVO SÃO JOAQUIM,MT,BRASIL,03/06/2023,11:50:00,AVIÃO,MARCELO FERNANDES,EXCEL,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
81694,INCIDENTE,-15.87111111111,-47.91861111111,BRASÍLIA,DF,BRASIL,31/05/2023,20:25:00,AVIÃO,AIR TRACTOR,AT-802,LEVE,0,ESTOURO DE PNEU
81693,INCIDENTE,-5.060555555555,-42.82444444444,TERESINA,PI,BRASIL,04/06/2023,22:32:00,AVIÃO,BOEING COMPANY,737-8EH,NENHUM,0,VAZAMENTO DE COMBUSTÍVEL
81692,ACIDENTE,-16.42638888888,-47.87444444444,LUZIÂNIA,GO,BRASIL,03/06/2023,11:00:00,AVIÃO,XAVANTE,A-122-A,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
81691,ACIDENTE,-27.008056,-51.152222,VIDEIRA,SC,BRASIL,05/06/2023,17:53:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,SUBSTANCIAL,0,COM TREM DE POUSO
81690,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,14/05/2023,09:35:00,AVIÃO,BOEING COMPANY,737-73V,NENHUM,0,FALHA DO MOTOR NO SOLO
81689,INCIDENTE,-22.9875,-43.37,RIO DE JANEIRO,RJ,BRASIL,02/06/2023,10:05:00,Unknown,Unknown,Unknown,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81688,INCIDENTE GRAVE,-10.60083333333,-46.66833333333,MATEIROS,TO,BRASIL,28/05/2023,12:30:00,AVIÃO,EMBRAER,EMB-810C,NENHUM,0,FALHA DO MOTOR EM VOO
81686,INCIDENTE GRAVE,-12.20055555555,-38.90638888888,FEIRA DE SANTANA,BA,BRASIL,30/05/2023,14:00:00,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV-10,LEVE,0,ESTOURO DE PNEU
81685,ACIDENTE,-23.12833333333,-46.57472222222,ATIBAIA,SP,BRASIL,30/05/2023,16:00:00,AVIÃO,CESSNA AIRCRAFT,152,SUBSTANCIAL,0,POUSO BRUSCO
81684,ACIDENTE,-5.287222222222,-48.61111111111,SÃO PEDRO DA ÁGUA BRANCA,MA,BRASIL,29/05/2023,21:15:00,AVIÃO,PIPER AIRCRAFT,PA-34-220T,SUBSTANCIAL,0,OUTROS
81681,INCIDENTE,-22.91805555555,-42.82888888888,MARICÁ,RJ,BRASIL,29/05/2023,01:59:00,AVIÃO,HAWKER BEECHCRAFT,C90GTI,LEVE,0,COLISÃO COM FAUNA
81680,INCIDENTE,-15.87111111111,-47.91861111111,BRASÍLIA,DF,BRASIL,28/05/2023,13:33:00,AVIÃO,AIR TRACTOR,AT-802,NENHUM,0,ESTOURO DE PNEU
81679,ACIDENTE,-18.6475,-50.55444444444,QUIRINÓPOLIS,GO,BRASIL,25/05/2023,14:40:00,AVIÃO,CESSNA AIRCRAFT,A188,SUBSTANCIAL,0,OPERAÇÃO A BAIXA ALTITUDE
81678,INCIDENTE GRAVE,-15.93722222222,-47.72722222222,BRASÍLIA,DF,BRASIL,26/05/2023,20:40:00,AVIÃO,BEECH AIRCRAFT,B60,SUBSTANCIAL,0,COM TREM DE POUSO
81673,ACIDENTE,-14.71305555555,-45.52416666666,COCOS,BA,BRASIL,23/05/2023,19:40:00,AVIÃO,EMBRAER,EMB-202A,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
81672,INCIDENTE,-22.71055555555,-47.61944444444,PIRACICABA,SP,BRASIL,23/05/2023,17:35:00,AVIÃO,PIPER AIRCRAFT,PA-34-220T,NENHUM,0,TRÁFEGO AÉREO
81671,INCIDENTE,-23.00694444444,-47.13444444444,CAMPINAS,SP,BRASIL,12/05/2023,14:22:00,AVIÃO,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,ATR-72-212A (600),NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81653,ACIDENTE,-25.44333333333,-49.58527777777,CAMPO LARGO,PR,BRASIL,21/05/2023,12:15:00,AVIÃO,Unknown,RV-7A,SUBSTANCIAL,0,IMC NÃO INTENCIONAL
81649,ACIDENTE,-1.861666666666,-44.87111111111,CURURUPU,MA,BRASIL,21/05/2023,11:10:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,SUBSTANCIAL,0,EXCURSÃO DE PISTA
81633,ACIDENTE,-23.56638,-46.06944,BIRITIBA-MIRIM,SP,BRASIL,11/07/2020,20:15:00,Unknown,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,SUBSTANCIAL,1,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
81624,ACIDENTE,-13.61555555555,-52.22444444444,CANARANA,MT,BRASIL,18/05/2023,11:25:00,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,SUBSTANCIAL,0,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
81623,ACIDENTE,-19.58416666666,-42.69388888888,JAGUARAÇU,MG,BRASIL,14/05/2023,11:50:00,ULTRALEVE,S.G. AVIATION,STORM 300 B,SUBSTANCIAL,1,VOO CONTROLADO CONTRA O TERRENO
81622,INCIDENTE,-20.42305555555,-40.3325,VILA VELHA,ES,BRASIL,18/05/2023,14:02:00,AVIÃO,MOONEY AIRCRAFT,M20E,LEVE,0,ESTOURO DE PNEU
81621,INCIDENTE GRAVE,-12.77666,-45.24194,SÃO DESIDÉRIO,BA,BRASIL,16/05/2023,18:00:00,AVIÃO,AIR TRACTOR,AT-502B,LEVE,0,EXCURSÃO DE PISTA
81620,INCIDENTE,-6.743333333333,-66.93361111111,ITAMARATI,AM,BRASIL,15/05/2023,18:02:00,AVIÃO,EMBRAER,EMB-810C,LEVE,0,COLISÃO COM AVE
81618,INCIDENTE,-23.62611111111,-46.65638888888,SÃO PAULO,SP,BRASIL,14/05/2023,22:39:00,AVIÃO,BOEING COMPANY,737-8EH,LEVE,0,FALHA DO MOTOR NO SOLO
81601,INCIDENTE,-16.6325,-49.22111111111,GOIÂNIA,GO,BRASIL,15/05/2023,12:42:00,AVIÃO,SOCATA,TBM700N,NENHUM,0,COM TREM DE POUSO
81597,INCIDENTE GRAVE,-17.83277777777,-50.95555555555,RIO VERDE,GO,BRASIL,16/05/2023,14:00:00,AVIÃO,BEECH AIRCRAFT,58,SUBSTANCIAL,0,COM TREM DE POUSO
81587,INCIDENTE,-15.85111111111,-56.08777777777,SANTO ANTÔNIO DO LEVERGER,MT,BRASIL,16/05/2023,16:17:00,AVIÃO,CESSNA AIRCRAFT,208B,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DO MOTOR
81572,INCIDENTE,-19.07805555555,-48.12944444444,UBERLÂNDIA,MG,BRASIL,11/05/2023,20:15:00,AVIÃO,AERO BOERO,AB-115,LEVE,0,PERDA DE CONTROLE NO SOLO
81570,INCIDENTE,-26.87861111111,-48.65083333333,NAVEGANTES,SC,BRASIL,15/05/2023,12:50:00,AVIÃO,BEECH AIRCRAFT,E90,LEVE,0,COM COMANDOS DE VOO
81565,ACIDENTE,-11.34638888888,-52.27138888888,SÃO FÉLIX DO ARAGUAIA,MT,BRASIL,13/05/2023,11:30:00,AVIÃO,EMBRAER,EMB-203,SUBSTANCIAL,0,OPERAÇÃO A BAIXA ALTITUDE
81564,INCIDENTE GRAVE,-15.39861111111,-54.97972222222,CAMPO VERDE,MT,BRASIL,13/05/2023,11:50:00,AVIÃO,EMBRAER,EMB-203,LEVE,0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
81563,INCIDENTE,-23.62611111111,-46.65638888888,SÃO PAULO,SP,BRASIL,14/05/2023,21:36:00,AVIÃO,SOCATA,TBM700N,NENHUM,0,ESTOURO DE PNEU
81562,INCIDENTE,-23.50666666666,-46.63388888888,SÃO PAULO,SP,BRASIL,12/05/2023,20:59:00,Unknown,Unknown,Unknown,NENHUM,0,ESTOURO DE PNEU
81561,ACIDENTE,-7.346944444444,-46.62472222222,RIACHÃO,MA,BRASIL,11/05/2023,13:14:00,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV-10,SUBSTANCIAL,0,CONTATO ANORMAL COM A PISTAA
81560,ACIDENTE,-3.860833333333,-46.09361111111,ALTO ALEGRE DO PINDARÉ,MA,BRASIL,11/05/2023,12:45:00,HELICÓPTERO,BELL HELICOPTER,206B,SUBSTANCIAL,0,OPERAÇÃO A BAIXA ALTITUDE
81559,INCIDENTE,-1.384722222222,-48.47888888888,BELÉM,PA,BRASIL,11/05/2023,12:40:00,AVIÃO,BEECH AIRCRAFT,58TC,LEVE,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81558,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,11/05/2023,19:36:00,AVIÃO,RAYTHEON AIRCRAFT,58,NENHUM,0,COM TREM DE POUSO
81557,INCIDENTE,-29.99472222222,-51.17111111111,PORTO ALEGRE,RS,BRASIL,06/05/2023,14:08:00,AVIÃO,AIRBUS INDUSTRIE,A320-251N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81556,INCIDENTE,-20.46944444444,-54.67027777777,CAMPO GRANDE,MS,BRASIL,11/05/2023,15:40:00,AVIÃO,AIR TRACTOR,AT-802,LEVE,0,CONTATO ANORMAL COM A PISTAA
81553,INCIDENTE,-29.99472222222,-51.17111111111,PORTO ALEGRE,RS,BRASIL,04/05/2023,12:59:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,NENHUM,0,COM PARA-BRISAS
81552,INCIDENTE GRAVE,-12.90861111111,-38.3225,SALVADOR,BA,BRASIL,10/05/2023,04:35:00,AVIÃO,YABORA INDUSTRIA AERONAUTICA S.A,ERJ 190-400,LEVE,0,EXCURSÃO DE PISTA
81551,ACIDENTE,-27.783611,-50.280833,LAGES,SC,BRASIL,05/05/2023,14:00:00,AVIÃO,EMBRAER,EMB-820C CARAJA,SUBSTANCIAL,0,POUSO SEM TREM
81550,INCIDENTE,-22.92083333333,-42.07138888888,CABO FRIO,RJ,BRASIL,08/05/2023,10:00:00,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,LEVE,0,COM TREM DE POUSO
81549,INCIDENTE,-2.586944444444,-44.23361111111,SÃO LUÍS,MA,BRASIL,26/04/2023,06:33:00,AVIÃO,AIRBUS S.A.S.,A320-251N,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA
81548,ACIDENTE,2.9427777777778,-60.91944444444,BOA VISTA,RR,BRASIL,06/05/2023,20:30:00,ULTRALEVE,FABIO LUIZ DE ALMEIDA,PARADISE P1,SUBSTANCIAL,1,PERDA DE CONTROLE EM VOO
81547,INCIDENTE,-23.43555555555,-46.47305555555,GUARULHOS,SP,BRASIL,04/05/2023,15:12:00,AVIÃO,BOEING,737,LEVE,0,POUSO BRUSCO
81545,INCIDENTE,-21.144167,-50.426389,ARAÇATUBA,SP,BRASIL,08/05/2023,23:30:00,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,LEVE,0,ESTOURO DE PNEU
81544,INCIDENTE,-22.81,-43.25055555555,RIO DE JANEIRO,RJ,BRASIL,04/05/2023,20:23:00,AVIÃO,BOEING COMPANY,737-8EH,LEVE,0,SUPERAQUECIMENTO
81543,ACIDENTE,-20.42305555555,-40.3325,VILA VELHA,ES,BRASIL,07/05/2023,12:10:00,ULTRALEVE,Unknown,P92 S ECHO,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO
